SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Hubble_dm,Hubble_dm_err
SN2013by,ESO 138-G10,PSNJ16590243-6011418,IIn/IIL,0.003816,,19,32800,'16:59:02.43,-60:11:41.8,0.55,0,"Brown_walker_2020,S_F_2011",16h59m02.952s,-60d12m57.67s,329.426084,-10.809316,0.003816,SA(s)cd,1144,2,1059,12,'2013-04-23,,done,2,all,,,,,,,30.974326299653814,0.940603915,HF,,,6,,,ref,,,ref,,,,end,30.974326299653814,0.9387900841856097
SN2013cg,NGC 2891,PSNJ09265677-2446596,Ia,0.007952,,12,32820,'09:26:56.77,-24:46:59.6,0.233,0.0233,S_F_2011,9h26m56.6229s,-24d46m58.7931s,254.77478,18.421799,0.007952,SA0-:,2384,16,2485,30,'2013-05-06,,done,,,,,,,,,32.56872743270978,0.545562672,HF,,,5,,,ref,,,ref,,,,end,32.56872743270978,0.5424294661155693
SN2013cj,UGC 10685,PSNJ17045295+1255104,IIn,0.032162,,21,32822,'17:04:52.95,+12:55:10.4,0.24,0,"Brown_walker_2020,S_F_2011",17h04m50.999s,12d55m29.64s,32.914891,29.408517,0.032162,Sb,9642,10,10189,23,'2013-05-09,,done,3,UV,,,,,,,35.603031813103726,0.362417622,HF,,,18,,,ref,,,ref,,,,end,35.603031813103726,0.3576837010415903
SN2013cs,ESO 576-G17,PSNJ13151481-1757556,Ia,0.00924,LSQ13aiz,12,32824,'13:15:14.81,-17:57:55.6,0.25,0.025,S_F_2011,13h15m12.781s,-17d58m00.67s,310.875355,44.537982,0.009243,SAB(s)d:,2771,1,2804,22,'2013-05-14,,done,2,all,highvelocity,,,,,,32.89537880627994,0.500800657,HF,,,8,,,ref,,,ref,,,,end,32.89537880627994,0.4973855596287228
SN2013cu,LEDA 4676942,,SNIIb,0.0252,iPTF13ast,,,14 33 58.856,+40 14 22.5985,0.034,0.0034000000000000002,S_F_2011,,,71.264988,65.097412,0.025070  IFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2013cu,UGC 9379,PSNJ14335897+4014207,IIb,0.025,iPTF13ast,12,32816;32818,'14:33:58.97,+40:14:20.7,0.034,0.0034,S_F_2011,14h33m58.66s,40d14m40.26s,71.273067,65.100329,0.025235,Scd:,7565,42,8104,47,'2013-05-05,,done,3,all,Gal-Yam et a. 2014  Nature  509  471,,,,,,35.07624083916481,0.372568714,HF,,,7,,,ref,,,ref,,,,end,35.07624083916481,0.3679654111654548
SN2013cv,A162243+1857,PSNJ16224316+1857356,Ia,0.035,iPTF13asv,6,32823,'16:22:43.16,+18:57:35.6,0.137,0.0137,S_F_2011,,,,,,,10493,,11059,22,'2013-05-20,,done,3,w2 /m2,Cao_paper_UV-bright_CBET3543_91Tor00cx,,,,,,35.78669454168147,,HF,,,3,,,ref,,,ref,,,,end,35.78669454168147,
SN2013df,NGC 4414,PSNJ12262933+3113383,II,0.002388,,27,32862,'12:26:29.33,+31:13:38.3,0.052,0.0052,S_F_2011,12h26m27.089s,31d13m24.76s,174.538951,83.181944,0.002388,SA(rs)c?;HII   LINER,716,6,659,10,'2013-06-07,,GI10,4,all,,,,,,,29.956761288908062,1.439772411,HF,,,22,,,ref,,,ref,,,,end,29.956761288908062,1.438588089994226
SN2013dh,NGC 5936,PSNJ15300109+1259129,Iax,0.013356,,13,35866,'15:30:01.09,+12:59:12.9,0.103,0.0103,S_F_2011,15h30m00.846s,12d59m21.55s,20.057623,50.377936,0.013356,SB(rs)b;LIRG   HII,4004,6,4634,30,'2013-06-12,,done,2,all,,,,,,,33.69466652140519,0.427778677,HF,,,1,,,ref,,,ref,,,,end,33.69466652140519,0.4237755227279608
SN2013dk,NGC 4038,PSNJ12015272-1852183,Ic,0.005477,,12,35161,'12:01:52.72,-18:52:18.3,0.11,0,"Brown_walker_2020,S_F_2011",12h01m53.002s,-18d52m03.32s,286.9586941,42.4619738,0.005477,SB(s)m pec,1642,12,1702,31,'2013-06-22,,done,2,,,x,,,,,31.759061941285896,0.701994175,HF,,,0,,,Cepheids,,,ref,,,,end,31.759061941285896,0.6995619475046818
SN2013dn,PGC 71942,PSNJ23374574+1442371,IIn,0.056185,,1,32880,'23:37:45.74,+14:42:37.1,0.208,0.0208,S_F_2011,23h37m45.6624s,14d42m24.2101s,97.558397,-44.504747,0.056185,Spiral,16844,56,16652,61,'2013-06-14,,done,1,,,,,,,,36.814422341109925,0.352653084,HF,,,,,,ref,,,ref,,,,end,36.814422341109925,0.3477862773860766
SN2013dy,NGC 7250,PSNJ22181760+4034096,Ia,0.003889,,10,32882,'22:18:17.60,+40:34:09.6,0.412,0.0412,S_F_2011,22h18m17.776s,40d33m44.66s,93.974636,-13.544231,0.003889,Sdm?           Sbrst,1166,5,1410,20,'2013-07-10,,done,2,,,,,,,,31.497,0.0795,Cepheid,Cepheids_Riess_etal_2016,,7,31.497,0.0795,Cepheids_Riess_etal_2016,,,ref,,,,end,31.015688929483765,0.9236602868994302
SN2013E,IC 2532,PSNJ10000552-3414013,Ia,0.009413,,8,32667,'10:00:05.52,-34:14:01.3,0.262,0.0262,S_F_2011,10h00m05.3755s,-34d13m41.6396s,267.048792,16.445464,0.009413,SB(rs)0/a      HII,2822,9,2871,27,'2013-01-04,,done,3,all,,,,,,,32.93498122446043,0.496374431,HF,,,8,,,ref,,,ref,,,,end,32.93498122446043,0.4929286694588567
SN2013eh,A161609+3832,PSNJ16160919+3832530,Ia,0.034999,,14,32890,'16:16:09.19,+38:32:53.0,0.03,0,"Brown_walker_2020,S_F_2011",,,,,,,10492,27.27997943,10975,32,'2013-07-19,,done,3,,,,,,,,35.78648758696036,0.360300449,HF,,,0,,,ref,,,ref,,,,end,35.78648758696036,0.3555383388612362
SN2013ej,NGC 628,PSNJ01364816+1545310,II,0.002192,,24,32891,'01:36:48.16,+15:45:31.0,0.16,0,"Brown_walker_2020,S_F_2011",1h36m41.772s,15d47m00.46s,138.6168285,-45.7052238,0.002192,SA(s)c         HII,657,1,725,11,'2013-07-25,,done,2,all,Valenti  S. et al. arXiv:1309.4269,,,,,,29.77002302516769,1.561191314,HF,,,37,,,ref,,,ref,,,,end,29.77002302516769,1.5600991690936643
SN2013ek,NGC 6984,PSNJ20575390-5152245,Ib,0.015577,,7,32889,'20:57:53.90,-51:52:24.5,0.099,0.0099,S_F_2011,20h57m53.9877s,-51d52m15.0347s,346.513702,-40.296819,0.015577,SB(r)c,4670,9,4930,27,'2013-07-24,,done,3,,,,,,,,34.028780580199346,0.408055099,HF,,,0,,,ref,,,ref,,,,end,34.028780580199346,0.403856485203527
SN2013el,NGC 1285,PSNJ03175245-0718021,Ib,0.017475,,10,32881,'03:17:52.45,-07:18:02.1,0.147,0.0147,S_F_2011,3h17m53.414s,-7d17m51.78s,190.023751,-50.04162,0.017475,(R')SB(r)b pec,5239,7,5083,11,'2013-07-11,,done,3,all,,56423,Parker_etal_2013,https://ui.adsabs.harvard.edu/abs/2013CBET.3611....1P/abstract,just before discovery,,34.27843816960852,0.396284742,HF,Parker_etal_2013,,2,,,ref,,,ref,,,,end,34.27843816960852,0.3919600665105685
SN2013eu,UGC 5609,PSNJ10242231+7836235,Ia,0.009266,,11,32908,'10:24:22.31,+78:36:23.5,0.066,0.0066,S_F_2011,10h24m22.214s,78d36m33.23s,131.334385,36.001857,0.009266,S?,2778,18,3104,23,'2013-08-11,,done,3,all,,,,,,,32.90085738437677,0.501190712,HF,,,0,,,ref,,,ref,,,,end,32.90085738437677,0.49777829130158624
SN2013ex,NGC 1954,,Ia,0.010441,ASASSN-13cc,10,32920,'05:32:46.620,-14:02:45.41,0.384,0.0384,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,0.010441,SA(rs)bc pec:,3130,5,3125,14,'2013-08-19,,done,3,all,,,,,,,33.15991786510103,0.471911191,HF,,,7,,,ref,,,ref,,,,end,33.15991786510103,0.46828545695186813
SN2013F,IC 5325,PSNJ23284503-4119562,Ib/c,0.005013,,1,32670,'23:28:45.03,-41:19:56.2,0.055,0.0055,S_F_2011,23h28m43.4234s,-41d19m59.732s,347.684364,-67.875858,0.005013,SAB(rs)bc,1503,7,1524,12,'2013-01-05,,,5,all,,,,,,,31.56699108030333,0.750851204,HF,,,,,,ref,,,ref,,,,end,31.56699108030333,0.7485777366048155
SN2013fn,IC 1342,PSNJ21002376-1429522,Ia,0.027,,7,32974,'21:00:23.76,-14:29:52.2,0.107,0.0107,S_F_2011,21h00m25.5329s,-14d29m44.4172s,33.825887,-35.021521,0.026975,Sc,8087,16,8272,21,'2013-09-23,,done,,,,,,,,,35.22113339292187,0.368716357,HF,,,1,,,ref,,,ref,,,,end,35.22113339292187,0.3640643478326234
SN2013fs,J-PLUS 73147013419,,SNII,0.011855,iPTF13dqy,,,23 19 44.6931,+10 11 04.3026,0.106,0.0106,S_F_2011,,,89.0397594,-46.5753850,0.017500,,5246.0,0.0,5214.0,19.0,,,,,,,,,,,,34.28133760864046,,,,,,,,,,,,,,,,34.28133760864046,0.3917791428049032
SN2013fs,NGC 7610,PSNJ23194467+1011045,IIn/IIP,0.0118,PTF13dqy,22,32981;32985,'23:19:44.70,+10:11:05.0,0.106,0.0106,S_F_2011,23h19m41.367s,10d11m05.93s,89.025454,-46.558208,0.011855,Scd:,3554,5,3568,18,'2013-10-07,,done,3,all,,,,,,,33.4357832947152,0.44697156,HF,,,17,,,ref,,,ref,,,,end,33.4357832947152,0.4431418196508335
SN2013ft,NGC 7732,,SNII,0.009697,iPTF13dkk,,,23 41 35.1503,+03 43 30.3334,0.146,0.0146,S_F_2011,23h41m33.852s,3d43m29.83008s,91.590080,-54.837991,0.009683,Scd pec sp,2903.0,1.0,2909.0,16.0,,,,,,,,,,,,32.996431356527154,,,,,,,,,,,,,,,,32.996431356527154,0.48561071666070116
SN2013fv,UGC 2789,PSNJ03361605+6734157,II,0.01,,7,32987,'03:36:16.05,+67:34:15.7,2.104,0.2104,S_F_2011,3h36m13.569s,67d33m52.72s,137.699577,9.549432,0.010457,SB?,3135,11,3262,19,'2013-10-11,,done,5,all,,,,,,,33.16338390320246,0.471825,HF,,,0,,,ref,,,ref,,,,end,33.16338390320246,0.4681985990107361
SN2013fw,NGC 7042,PSNJ21134481+1334335,Ia,0.01695,,10,33010,'21:13:44.81,+13:34:33.5,0.208,0.0208,S_F_2011,21h13m45.8883s,13d34m29.6084s,63.492251,-23.350536,0.016952,Sb,5082,9,5261,19,'2013-10-21,,done,3,all,highvelocity,,,,,,34.21236948094054,0.39920078,HF,,,3,,,ref,,,ref,,,,end,34.21236948094054,0.39490803934442836
SN2013fy,ESO 287-G40,PSNJ21372712-4701548,Ia,0.03,,6,,'21:37:27.13,-47:01:55.6,0.065,0,"Brown_walker_2020,S_F_2011",21h37m28.1842s,-47d02m08.8331s,351.826383,-47.363254,0.030868,Ring?,9254,21,9431,29,'2013-10-25,,done,,,,,,,,,35.513843653188175,0.363825886,HF,,,1,,,ref,,,ref,,,,end,35.513843653188175,0.3591105291626714
SN2013gd,MCG -01-10-39,PSNJ03490564-0303283,II,0.0134,,2,33035,'03:49:05.64,-03:03:28.3,0.366,0.0366,S_F_2011,3h49m05.46s,-3d03m37.95s,191.257926,-41.236267,0.013413,Sb,4021,39,3904,39,'2013-11-09,,done,3000,all,,,,,,,33.70386654288334,0.429841782,HF,,,1,,,ref,,,ref,,,,end,33.70386654288334,0.42585802154304103
SN2013ge,NGC 3287,PSNJ10344846+2139419,Ic,0.004356,,34,33036,'10:34:48.46,+21:39:41.9,0.062,0.0062,S_F_2011,10h34m47.2752s,21d38m54.0399s,215.385891,58.505874,0.004356,SB(s)d         HII,1306,6,1727,29,'2013-11-08,,done,2000,all,,56607,Drout_etal_2016,https://ui.adsabs.harvard.edu/abs/2016ApJ...821...57D/abstract,,,31.261912062064063,0.841060342,HF,Drout_etal_2016,,5,,,ref,,,ref,,,,end,31.261912062064063,0.8390313440472031
SN2013gh,NGC 7183,PSNJ22022184-1855004,Ia,0.0088,,8,32907,'22:02:21.84,-18:55:00.4,0.077,0.0077,S_F_2011,22h02m21.614s,-18d54m59.67s,35.691889,-50.429263,0.008789,S0+ pec sp     HII,2635,5,2780,14,'2013-08-08,,done,3,all,,,,,,,32.78609927511161,0.51446922,HF,,,6,,,ref,,,ref,,,,end,32.78609927511161,0.5111454542421036
SN2013gs,UGC 5066,PSNJ09310887+4623054,Ia,0.016888,,17,,'09:31:08.87,+46:23:05.4,0.052,0.0052,S_F_2011,9h31m07.852s,46d23m03.03s,173.023116,46.395862,0.016888,SBbc,5063,26,5372,29,'2013-11-29,,done,,,,,,,,,34.20423581430299,0.400291505,HF,,,3,,,ref,,,ref,,,,end,34.20423581430299,0.3960105886089131
SN2013gy,NGC 1418,PSNJ03421688-0443185,Ia,0.014023,iPTF13efk_LSQ13dny_PS1-13ejo,16,,'03:42:16.88,-04:43:18.5,0.155,0.0155,S_F_2011,3h42m16.151s,-4d43m50.56s,191.854283,-43.579518,0.014023,SB(s)b:,4204,6,4080,9,'2013-12-06,,done,,,,,,,,,33.80050971414981,0.42094621,HF,,,8,,,ref,,,ref,,,,end,33.80050971414981,0.41687745066684107
SN2013hh,UGC 6483,PSNJ11290437+1714095,Ia-91T,0.012989,,10,,'11:29:04.37,+17:14:09.5,0.065,0,"Brown_walker_2020,S_F_2011",11h29m02.358s,17d13m55.15s,236.130752,68.555042,0.012989,Sc,3894,2,4407,31,'2013-12-11,,done,,,,,,,,,33.63417591328885,0.431878281,HF,,,0,,,ref,,,ref,,,,end,33.63417591328885,0.42791348084869124
SN2013hn,IC 4329,PSNJ13485917-3017265,Ia,0.01514,,16,,'13:48:59.17,-30:17:26.5,0.166,0.0166,S_F_2011,13h49m05.314s,-30d17m45.2s,317.443828,30.946165,0.01514,SAB(s)0-;cD    Sy1,4539,8,5231,57,'2013-12-13,,done,2,all,,,,,,,33.96699709108303,0.411313361,HF,,,5,,,ref,,,ref,,,,end,33.96699709108303,0.40714834947480233
SN2013hx,A013533-5757,,SLSN-II,0.13,SMTJ013533283-5757506,11,,'01:35:33.28,-57:57:50.6,0.068,0.0068,S_F_2011,,,,,,,,,,,'2013-12-31,,done,6,all,,,,,,,,,,,,6,,,ref,,,ref,,,,end,,
SN2013I,A024943+0045,,IIn,0.03527,DES12S1a,1,32688,'02:49:42.17,+00:45:35.7,0.15,0.015,S_F_2011,,,,,,,10574,19.78690105,10313,25,'2013-01-11,,done,8,all,,,,,,,35.80339270771425,0.359992499,HF,,,,,,ref,,,ref,,,,end,35.80339270771425,0.3552262611504715
SN2013L,ESO 216-G39,PSNJ11452955-5035531,IIn,0.016992,,21,32693,'11:45:29.55,-50:35:53.1,0.362,0.0362,S_F_2011,11h45m27.429s,-50d35m29.44s,292.353653,10.920178,0.016992,(R')SAB(r)ab:,5094,45,5864,83,'2013-01-22,,done,3,all,,,,,,,34.217490880506766,0.401312347,HF,,,18,,,ref,,,ref,,,,end,34.217490880506766,0.3970424377726875
SN2013Q,NGC 7753,PSNJ23470787+2929115,Ia,0.017239,,6,32701,'23:47:07.87,+29:29:11.5,0.265,0.0265,S_F_2011,23h47m04.834s,29d29m00.17s,106.52675,-31.329821,0.017239,SAB(rs)bc,5168,6,5124,23,'2013-01-25,,done,3,all,,,,,,,34.248808702303926,0.397540715,HF,,,0,,,ref,,,ref,,,,end,34.248808702303926,0.3932298528361573
SN2014A,NGC 5054,PSNJ13165936-1637570,IIP,0.005811,,2,33075,'13:16:59.36,-16:37:57.0,0.221,0.0221,S_F_2011,13h16m58.488s,-16d38m05.46s,311.722433,45.800585,0.005811,SA(s)bc;BrClG,1742,2,1817,28,'2014-01-01,,,,,,,,,,,31.88743693072701,0.670919412,HF,,,,,,ref,,,ref,,,,end,31.88743693072701,0.6683741125737853
SN2014ad,MRK 1309 NED01,PSNJ11574444-1010157,Ic-BL,0.005723,,11,,'11:57:44.44,-10:10:15.7,0.12,0.012,S_F_2011,11h57m44.1768s,-10d10m15.1608s,281.879266,50.492764,0.0053,,1589,38,1821,50,'2014-03-12,,done,3,UV+u,,"56,724.50",Sahu_etal_2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.2591S/abstract,,,31.687815663405683,0.728637594,HF,Sahu_etal_2018,,,,,ref,,,ref,,,,end,31.687815663405683,0.7262945966098351
SN2014ai,NGC 2832,PSNJ09194417+3345496,Ia,0.023176,,12,,'09:19:44.17,+33:45:49.4,0.046,0.0046,S_F_2011,9h19m46.8526s,33d44m59.0712s,191.092888,44.391527,0.023176,E+2:;cD        LINER,6948,6,7237,16,'2014-03-21,,done,,,,,,,,,34.89149522624409,0.37589453,HF,,,1,,,ref,,,ref,,,,end,34.89149522624409,0.3713324584266997
SN2014ao,NGC 2615,PSNJ08343332-0232361,Ia,0.014083,,10,,'08:34:33.32,-02:32:36.1,0.075,0,"Brown_walker_2020,S_F_2011",8h34m33.358s,-2d32m48.57s,227.730883,21.495015,0.014083,SB(rs)b        HII,4222,10,4482,28,'2014-04-17,,done,3,,,,,,,,33.809787322226974,0.420480213,HF,,,0,,,ref,,,ref,,,,end,33.809787322226974,0.41640690064751945
SN2014ap,MCG +04-27-50,PSNJ11301337+2410072,Ia,0.023516,,6,,'11:30:13.30,+24:10:06.4,0.045,0.0045,S_F_2011,11h30m12.8753s,24d10m10.6728s,217.58372,71.478848,0.023516,,7050,57,7555,63,'2014-03-20,,done,,,,,,,,,34.923141762325784,0.37724953,HF,,,5,,,ref,,,ref,,,,end,34.923141762325784,0.3727040443344228
SN2014as,NGC 5410,PSNJ14005449+4058596,Ic,0.012469,,9,,'14:00:54.49,+40:58:59.6,0.038,0.0038,S_F_2011,14h00m54.565s,40d59m18.14s,81.494709,70.094164,0.012469,SB?,3738,26,4303,35,'2014-04-18,,GI12,2,all,,x,,,,,33.545392662582856,0.439705804,HF,,,,,,ref,,,ref,,,,end,33.545392662582856,0.43581221998757375
SN2014at,NGC 7119B,PSNJ21461482-4631211,Ia,0.032242,,6,,'21:46:14.82,-46:31:21.1,0.051,0.0051,S_F_2011,21h46m15.151s,-46d31m06.3919s,352.159405,-48.937909,0.031989,Sc? pec,9590,45,9749,49,'2014-04-20,,done,6,,,,,,,,35.591289213222105,0.363300247,HF,,,3,,,ref,,,ref,,,,end,35.591289213222105,0.3585779786585303
SN2014ba,NGC 7410,PSNJ22550197-3939345,Ia-91bg,0.005841,,6,,'22:55:01.97,-39:39:34.5,0.032,0.0032,S_F_2011,22h55m00.945s,-39d39m40.93s,358.0213135,-62.8298634,0.005841,SB(s)a;LINER   Sy2,1751,28,1809,30,'2014-05-07,,done,3,,,,,,,,31.898626907786017,0.67313722,HF,,,0,,,ref,,,ref,,,,end,31.898626907786017,0.6706003390611577
SN2014bc,NGC 4258,PSNJ12185771+4718113,IIP,0.001494,PS1-14xz,8,37259,'12:18:57.71,+47:18:11.3,0.044,0.0044,S_F_2011,12h18m57.62s,47d18m13.39s,138.3203132,68.8421213,0.001494,SAB(s)bc;LINER Sy1.9,448,3,581,6,'2014-05-19,,done,2,all,,,,,,,28.938586247359506,2.259235725,HF,,,,,,ref,,,ref,,,,end,28.938586247359506,2.258481161605893
SN2014bi,SDSS J120603.65+473004.5,,SNII,0.00189,iPTF14ayo,,,12 06 03.0122,+47 29 33.1926,0.049,0.004900000000000001,S_F_2011,12h06m03.65232s,47d30m04.5252s,143.499636,67.774139,0.002468,,740.0,3.0,1055.0,14.0,,,,,,,,,,,,30.02835477602367,,,,,,,,,,,,,,,,30.02835477602367,1.3941720580331798
SN2014bv,NGC 4386,PSNJ12243098+7532086,Ia,0.005594,,15,,'12:24:30.98,+75:32:08.6,0.104,0.0104,S_F_2011,12h24m28.387s,75d31m44.2985s,125.17595,41.481717,0.005594,SAB0^0^:,1677,27,2089,32,'2014-06-18,,done,3,all,,,,,,,32.16,0.49,SBF,SBF_Tonry_etal_2001,,15,,,ref,32.16,0.49,SBF_Tonry_etal_2001,,,,end,31.804861490399215,0.6922513542061501
SN2014C,NGC 7331,PSNJ22370560+3424319,Ib,0.0027,,37,,'22:37:05.60,+34:24:31.9,0.244,0.0244,S_F_2011,22h37m04.102s,34d24m57.31s,93.721615,-20.7240532,0.002722,SA(s)b;HII     LINER,816,1,1052,18,'2014-01-05,,done,4,all,,56656,Milisavlijevic_etal_2015,https://ui.adsabs.harvard.edu/abs/2015ApJ...815..120M/abstract,14 days before peak,,30.24064697113809,1.27374528,HF,Milisavlijevic_etal_2015,,0,,,Cepheids,,,YES,,,,end,30.24064697113809,1.2724064347072395
SN2014cd,NGC 1578,PSNJ04234719-5136029,Ia,0.020608,,16,,'04:23:47.19,-51:36:02.9,0.037,0.0037,S_F_2011,4h23m46.659s,-51d35m57.92s,259.650451,-43.581751,0.020608,SA(s)a pec:,6178,26,6233,36,'2014-08-09,,done,4,all,,,,,,,34.63643569719595,0.38367464,HF,,,0,,,ref,,,ref,,,,end,34.63643569719595,0.3792061796676892
SN2014cn,2MASS J12091115+2910188,,SNII,0.01275,iPTF14aoi,,,12 09 11.5304,+29 10 20.8211,0.053,0.0053,S_F_2011,12h09m11.15712s,29d10m18.8544s,198.091094,80.468694,0.012292,,3685.0,2.0,4225.0,28.0,,,,,,,,,,,,33.51438363834414,,,,,,,,,,,,,,,,33.51438363834414,0.43681075779422734
SN2014cn,NGC4134,iPTF14aoi,II,0.012762,,9,,,,,,,12h09m10.0033416s,29d10m36.781356s,198.067598,80.463696,0.012749,Sb,3826,5.995925404,4367,28,,,GI12,3,all,,,,,,,33.595921005825176,0.434670825,HF,,,,,,ref,,,ref,,,,end,33.595921005825176,0.43073173029103257
SN2014cp,ESO 479-G1,PSNJ02253046-2537380,Ic-BL,0.0162,,1,33334,'02:25:30.46,-25:37:38.0,0.035,0,"Brown_walker_2020,S_F_2011",2h25m28.346s,-25d38m16.46s,214.224307,-68.917791,0.016164,SB(s)cd:,4846,3,4742,12,'2014-06-23,,,10,u/w1,,x,,,,,34.10911322637622,0.40392518,HF,,,,,,ref,,,ref,,,,end,34.10911322637622,0.39968318507679795
SN2014cx,NGC 337,PSNJ00594783-0734186,II,0.00549,ASASSN-14gm,17,,'00:59:47.83,-07:34:18.6,0.299,0.0299,S_F_2011,0h59m50.09s,-7d34m40.66s,129.130277,-70.348618,0.00549,SB(s)d         HII,1646,2,1624,11,'2014-09-02,,done,4,all,,,,,,,31.764345331750043,0.69978356,HF,,,10,,,ref,,,ref,,,,end,31.764345331750043,0.6973436225896125
SN2014df,NGC 1448,PSNJ03442399-4440081,Ib,0.003896,,4,31031,'03:44:23.99,-44:40:08.1,0.025,0,"Brown_walker_2020,S_F_2011",3h44m31.915s,-44d38m41.38s,251.522402,-51.393884,0.003896,SAcd: sp,1168,2,1073,12,'2014-06-03,,done,2,all,,,,,,,31.01941039125069,0.923933994,HF,,,,,,ref,,,ref,,,,end,31.01941039125069,0.9220873723076227
SN2014dg,UGC 2855,PSNJ03481978+7007545,Ia,0.004003,,9,,'03:48:19.78,+70:07:54.5,1.9,0.1,"Brown_walker_2020,S_F_2011",3h48m20.731s,70d07m58.37s,136.9695,12.246265,0.004003,SABc           HII,1200,1,1445,15,'2014-09-11,,done,5,all hardware windows,,,,,,,31.07810240760691,0.902787393,HF,,,6,,,ref,,,ref,,,,end,31.07810240760691,0.9008974271802949
SN2014dt,M61,PSNJ12215757+0428185,Ia-02cx,0.005224,,3,33524,'12:21:57.57,+04:28:18.5,0.05,0,"Brown_walker_2020,S_F_2011",12h21m54.9275s,4d28m25.5883s,284.3706957,66.275675,0.005224,SAB(rs)bc;HII  Sy2,1566,2,994,34,'2014-10-29,,done,5,223f,,,,,,SN2008in,31.65615496597841,0.726894207,HF,,,0,,,ref,,,ref,,,,end,31.65615496597841,0.7245455714598468
SN2014eg,ESO 154-G10,,Ia-91T,0.018633,,10,,'02:45:09.27,-55:44:16.9,0.08,0.008,S_F_2011,2h45m08.716s,-55d44m26.15s,275.204411,-54.832336,0.018633,(R'_1)SB(r)ab,5586,24,5639,33,'2014-11-16,,done,4,,https://ui.adsabs.harvard.edu/abs/2015CBET.4062....1K/abstract,,,,,,34.41770083419372,0.391244877,HF,,,0,,,ref,,,ref,,,,end,34.41770083419372,0.38686386591025695
SN2014eh,NGC 6907,PSNJ20250386-2449133,Ic,0.010207,,6,,'20:25:03.86,-24:49:13.3,0.17,0.017,S_F_2011,20h25m06.936s,-24d48m38.16s,18.850251,-30.82381,0.010614,SB(s)bc        LIRG,3182,4,3462,18,'2014-11-03,,GI12,5,all,,x,,,,,33.1956970539216,0.468366309,HF,,,1,,,ref,,,ref,,,,end,33.1956970539216,0.4647129188815423
SN2014ek,UGC 12850,PSNJ23560655+2922423,Ia-02cx,0.023126,,12,,'23:56:06.55,+29:22:42.3,0.14,0,"Brown_walker_2020,S_F_2011",23h56m06.16s,29d22m40.44s,108.715283,-31.961593,0.023126,S?,6933,10,6840,26,'2014-10-18 13:12:00.000,,done,4,,,,,,,,34.88680217836264,0.376058238,HF,,,0,,,ref,,,ref,,,,end,34.88680217836264,0.3714981765923358
SN2014es,MCG -01-24-12,PSNJ09204691-0803340,IIn,0.019644,,8,,'09:20:46.91,-08:03:34.0,0.092,0.0092,S_F_2011,9h20m46.2624s,-8d03m21.9353s,239.781042,28.06702,0.019644,SAB(rs)c:      Sy2,5889,10,6249,35,'2014-11-20 10:48:00.000,,done,3,all,,,,,,,34.53240394896713,0.386613703,HF,,,,,,ref,,,ref,,,,end,34.53240394896713,0.38217960735305734
SN2014ft,IV Zw 155,,SNIc,0.063,iPTF14gqr,,,23 33 27.9409,+33 38 45.982,0.249,0.024900000000000002,S_F_2011,23h33m29.8511448s,33d38m48.165432s,104.86292,-26.47195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2014G,NGC 3448,PSNJ10543413+5417569,IIL,0.004503,,17,33109,'10:54:34.13,+54:17:56.9,0.032,0.0032,S_F_2011,10h54m39.24s,54d18m18.82s,153.055108,55.449978,0.004503,I0,1350,5,1802,22,'2014-01-14,,done,4,all,,,,,,,31.333865019843817,0.818292767,HF,,,12,,,ref,,,ref,,,,end,31.333865019843817,0.8162071730055923
SN2014gd,,,Ia,0.018283,MASTER-OT--J011330.63+493634.9,5,,,,,,,,,,,,,5481,22,5436,31,'2014-11-05 19:46:53.000,'2009-10-21 15:38:10,done,3,,,,,,,,34.37649518772979,0.39275118,HF,,,0,,,ref,,,ref,,,,end,34.37649518772979,0.3883871608429917
SN2014ge,NGC 4080,,Ib,0.001891,MASTER-OT-J120451.50+265946.6,3,33511,'12:04:51.50,+26:59:46.6,0.055,0,"Brown_walker_2020,S_F_2011",12h04m51.804s,26d59m33.429984s,211.023797,79.633952,0.001891,Im?,567,4,408,11,'2014-10-28 20:59:20.000,'2011-04-21 16:11:40,done,2,all,HW,,,,,,29.45011147183332,1.797869243,HF,,,,,,ref,,,ref,,,,end,29.45011147183332,1.7969209530299455
SN2014gf,,,IIn/Ia-CSM,0.016,MASTEROTJ044212.20+230616.7,1,33443,,,,,,,,,,,,,,,,'2014-09-20 19:27:08.000,'2012-09-26 18:27:54,done,,no UVOT,,,,,,,,,,,,,,,ref,,,ref,,,,end,,
